Image Number,URL,Alt Text,Title,File Extension,File Size,Resolution,Status,Error Message
465,https://www.pothys.com/cdn/shop/files/04-DSSPR-024-RS-4495-_3.jpg?v=1760161085&width=720,"Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border","Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border (srcset variant)",.jpg,120.28 KB,720x890,Success,
466,https://www.pothys.com/cdn/shop/files/04-DSSPR-024-RS-4495-_3.jpg?v=1760161085&width=533,"Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border","Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border (srcset variant)",.jpg,66.76 KB,533x659,Success,
467,https://www.pothys.com/cdn/shop/files/06-DSSPR-026-RS-4495-_2.jpg?v=1760161360&width=720,"Red jaal, and intricate thread embroidered designer saree, scallop intricate embroidered border","Red jaal, and intricate thread embroidered designer saree, scallop intricate embroidered border (srcset variant)",.jpg,147.79 KB,720x890,Success,
468,https://www.pothys.com/cdn/shop/files/04-DSSPR-024-RS-4495-_2.jpg?v=1760161092&width=720,"Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border","Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border (srcset variant)",.jpg,110.69 KB,720x890,Success,
469,https://www.pothys.com/cdn/shop/files/04-DSSPR-024-RS-4495-_2.jpg?v=1760161092&width=533,"Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border","Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border (srcset variant)",.jpg,59.60 KB,533x659,Success,
470,https://www.pothys.com/cdn/shop/files/7-kana-135-rs-20955---Copy-_2.jpg?v=1752316163&width=940,"Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu","Red buttas kancheepuram silk saree with contrast rettai pettu border of poo chakram, mayil design & floral design pallu (srcset variant)",.jpg,169.47 KB,910x1125,Success,
471,https://www.pothys.com/cdn/shop/files/06-DSSPR-026-RS-4495-_3.jpg?v=1760161355&width=720,"Red jaal, and intricate thread embroidered designer saree, scallop intricate embroidered border","Red jaal, and intricate thread embroidered designer saree, scallop intricate embroidered border (srcset variant)",.jpg,194.33 KB,720x890,Success,
472,https://www.pothys.com/cdn/shop/files/04-DSSPR-024-RS-4495-_3.jpg?v=1760161085&width=1066,"Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border","Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border",.jpg,179.41 KB,910x1125,Success,
473,https://www.pothys.com/cdn/shop/files/03-DSSPR-023-RS-3805-_2.jpg?v=1760161010&width=533,"Red intricate motifs patch embroidered designer saree, scallop embroidered border","Red intricate motifs patch embroidered designer saree, scallop embroidered border (srcset variant)",.jpg,68.85 KB,533x659,Success,
474,https://www.pothys.com/cdn/shop/files/04-DSSPR-024-RS-4495-_3.jpg?v=1760161085&width=940,"Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border","Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border (srcset variant)",.jpg,179.41 KB,910x1125,Success,
475,https://www.pothys.com/cdn/shop/files/03-DSSPR-023-RS-3805-_3.jpg?v=1760161000&width=533,"Red intricate motifs patch embroidered designer saree, scallop embroidered border","Red intricate motifs patch embroidered designer saree, scallop embroidered border (srcset variant)",.jpg,82.62 KB,533x659,Success,
476,https://www.pothys.com/cdn/shop/files/03-DSSPR-023-RS-3805-_2.jpg?v=1760161010&width=720,"Red intricate motifs patch embroidered designer saree, scallop embroidered border","Red intricate motifs patch embroidered designer saree, scallop embroidered border (srcset variant)",.jpg,125.91 KB,720x890,Success,
477,https://www.pothys.com/cdn/shop/files/03-DSSPR-023-RS-3805-_3.jpg?v=1760161000&width=720,"Red intricate motifs patch embroidered designer saree, scallop embroidered border","Red intricate motifs patch embroidered designer saree, scallop embroidered border (srcset variant)",.jpg,146.76 KB,720x890,Success,
478,https://www.pothys.com/cdn/shop/files/05-DSSPR-025-RS-2875-_2.jpg?v=1760161248&width=533,"Red floral jaal embroidered designer saree, scallop floral creeper embroidered border","Red floral jaal embroidered designer saree, scallop floral creeper embroidered border (srcset variant)",.jpg,71.11 KB,533x659,Success,
479,https://www.pothys.com/cdn/shop/files/03-DSSPR-023-RS-3805-_2.jpg?v=1760161010&width=1066,"Red intricate motifs patch embroidered designer saree, scallop embroidered border","Red intricate motifs patch embroidered designer saree, scallop embroidered border",.jpg,185.79 KB,910x1125,Success,
480,https://www.pothys.com/cdn/shop/files/02-DSSPR-022-RS-7195-_3.jpg?v=1760160819&width=1066,"Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border","Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border",.jpg,262.03 KB,910x1125,Success,
481,https://www.pothys.com/cdn/shop/files/02-DSSPR-022-RS-7195-_3.jpg?v=1760160819&width=533,"Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border","Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border (srcset variant)",.jpg,102.08 KB,533x659,Success,
482,https://www.pothys.com/cdn/shop/files/02-DSSPR-022-RS-7195-_3.jpg?v=1760160819&width=720,"Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border","Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border (srcset variant)",.jpg,184.88 KB,720x890,Success,
483,https://www.pothys.com/cdn/shop/files/02-DSSPR-022-RS-7195-_2.jpg?v=1760160837&width=1066,"Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border","Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border",.jpg,207.15 KB,910x1125,Success,
484,https://www.pothys.com/cdn/shop/files/02-DSSPR-022-RS-7195-_2.jpg?v=1760160837&width=940,"Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border","Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border (srcset variant)",.jpg,207.15 KB,910x1125,Success,
485,https://www.pothys.com/cdn/shop/files/05-DSSPR-025-RS-2875-_2.jpg?v=1760161248&width=940,"Red floral jaal embroidered designer saree, scallop floral creeper embroidered border","Red floral jaal embroidered designer saree, scallop floral creeper embroidered border (srcset variant)",.jpg,188.57 KB,910x1125,Success,
486,https://www.pothys.com/cdn/shop/files/01-DSSPR-021-RS-3915-_3.jpg?v=1760159929&width=1066,"Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs","Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs",.jpg,176.70 KB,910x1125,Success,
487,https://www.pothys.com/cdn/shop/files/02-DSSPR-022-RS-7195-_2.jpg?v=1760160837&width=533,"Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border","Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border (srcset variant)",.jpg,77.84 KB,533x659,Success,
488,https://www.pothys.com/cdn/shop/files/04-DSSPR-024-RS-4495-_2.jpg?v=1760161092&width=1066,"Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border","Tea green flower motifs, thread, and sequins embroidered designer saree, floral and geometric thread embroidered scallop border",.jpg,164.54 KB,910x1125,Success,
489,https://www.pothys.com/cdn/shop/files/01-DSSPR-021-RS-3915-_3.jpg?v=1760159929&width=940,"Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs","Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs (srcset variant)",.jpg,176.70 KB,910x1125,Success,
490,https://www.pothys.com/cdn/shop/files/03-DSSPR-023-RS-3805-_3.jpg?v=1760161000&width=1066,"Red intricate motifs patch embroidered designer saree, scallop embroidered border","Red intricate motifs patch embroidered designer saree, scallop embroidered border",.jpg,212.48 KB,910x1125,Success,
491,https://www.pothys.com/cdn/shop/files/03-DSSPR-023-RS-3805-_3.jpg?v=1760161000&width=940,"Red intricate motifs patch embroidered designer saree, scallop embroidered border","Red intricate motifs patch embroidered designer saree, scallop embroidered border (srcset variant)",.jpg,212.48 KB,910x1125,Success,
492,https://www.pothys.com/cdn/shop/files/02-DSSPR-022-RS-7195-_2.jpg?v=1760160837&width=720,"Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border","Elegant white floral and paisley vine multi-hue thread embroidered designer saree, thread embroidered border (srcset variant)",.jpg,142.77 KB,720x890,Success,
493,https://www.pothys.com/cdn/shop/files/01-DSSPR-021-RS-3915-_2.jpg?v=1760159938&width=940,"Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs","Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs (srcset variant)",.jpg,162.22 KB,910x1125,Success,
494,https://www.pothys.com/cdn/shop/files/01-DSSPR-021-RS-3915-_3.jpg?v=1760159929&width=533,"Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs","Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs (srcset variant)",.jpg,66.25 KB,533x659,Success,
495,https://www.pothys.com/cdn/shop/files/03-DSSPR-023-RS-3805-_2.jpg?v=1760161010&width=940,"Red intricate motifs patch embroidered designer saree, scallop embroidered border","Red intricate motifs patch embroidered designer saree, scallop embroidered border (srcset variant)",.jpg,185.79 KB,910x1125,Success,
496,https://www.pothys.com/cdn/shop/files/01-DSSPR-021-RS-3915-_2.jpg?v=1760159938&width=533,"Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs","Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs (srcset variant)",.jpg,59.66 KB,533x659,Success,
497,https://www.pothys.com/cdn/shop/files/01-DSSPR-021-RS-3915-_3.jpg?v=1760159929&width=720,"Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs","Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs (srcset variant)",.jpg,118.30 KB,720x890,Success,
498,https://www.pothys.com/cdn/shop/files/01-DSSPR-021-RS-3915-_2.jpg?v=1760159938&width=720,"Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs","Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs (srcset variant)",.jpg,108.73 KB,720x890,Success,
499,https://www.pothys.com/cdn/shop/files/Mss_3_ce0acf22-17dc-4ae2-affb-a784e702fa59.jpg?v=1760122191&width=200,None,None,.jpg,16.82 KB,200x200,Success,
500,https://www.pothys.com/cdn/shop/files/KANP313.jpg?v=1760121769&width=500,None,None,.jpg,80.65 KB,500x618,Success,
501,https://www.pothys.com/cdn/shop/files/KANP313.jpg?v=1760121769&width=300,None,None (srcset variant),.jpg,26.92 KB,300x371,Success,
502,https://www.pothys.com/cdn/shop/files/KANP294_0a219605-be9e-45bd-9f07-1f5cc6777b7f.webp?v=1760122405&width=200,None,None,.webp,13.95 KB,200x200,Success,
503,https://www.pothys.com/cdn/shop/files/05-DSSPR-025-RS-2875-_3.jpg?v=1760161239&width=940,"Red floral jaal embroidered designer saree, scallop floral creeper embroidered border","Red floral jaal embroidered designer saree, scallop floral creeper embroidered border (srcset variant)",.jpg,241.51 KB,910x1125,Success,
504,https://www.pothys.com/cdn/shop/files/VLP180_f20cdfe3-9a8f-42a1-8ee7-5250be4a0f56.jpg?v=1760121906&width=200,None,None,.jpg,13.21 KB,200x200,Success,
505,https://www.pothys.com/cdn/shop/files/Motif-Divider-1.png?v=1729682129,None,None,.png,57.05 KB,305x210,Success,
506,https://www.pothys.com/cdn/shop/files/3S6A6965.jpg?v=1750160852&width=1066,Black floral design softy saree with self intricate zari design border & argyle design pallu,Black floral design softy saree with self intricate zari design border & argyle design pallu,.jpg,112.87 KB,910x1125,Success,
507,https://www.pothys.com/cdn/shop/files/01-DSSPR-021-RS-3915-_2.jpg?v=1760159938&width=1066,"Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs","Deep forest green micro stone embedded designer saree, scallop Crystal stones border of floral and leaf motifs",.jpg,162.22 KB,910x1125,Success,
508,https://www.pothys.com/cdn/shop/files/3S6A6965.jpg?v=1750160852&width=720,Black floral design softy saree with self intricate zari design border & argyle design pallu,Black floral design softy saree with self intricate zari design border & argyle design pallu (srcset variant),.jpg,86.00 KB,720x890,Success,
509,https://www.pothys.com/cdn/shop/files/3S6A6965.jpg?v=1750160852&width=940,Black floral design softy saree with self intricate zari design border & argyle design pallu,Black floral design softy saree with self intricate zari design border & argyle design pallu (srcset variant),.jpg,112.87 KB,910x1125,Success,
510,https://www.pothys.com/cdn/shop/files/3S6A7040.jpg?v=1750160852&width=533,Black floral design softy saree with self intricate zari design border & argyle design pallu,Black floral design softy saree with self intricate zari design border & argyle design pallu (srcset variant),.jpg,75.25 KB,533x659,Success,
511,https://www.pothys.com/cdn/shop/files/KANP313.jpg?v=1760121769&width=200,None,None (srcset variant),.jpg,11.66 KB,200x247,Success,
